NumericValue,Acronym,RegionType,MajorRegionColor,SubRegionColor,DissectionRegionColor,MajorRegion,SubRegion,OverlapStructures,OverlapRatio,Slice,SliceWidth,CCFSliceStart,CEMBA3CID,CEMBAID,CEMBAv1,AIBSRegionName,AIBSSMARTStructure,Note
277,CBV,BROAD_TENX,#deb34c,#deb34c,#518829,CB,CB,CB,,,,,,,,,,
278,CBVI,BROAD_TENX,#deb34c,#deb34c,#2a451d,CB,CB,CB,,,,,,,,,,
279,CBVII,BROAD_TENX,#deb34c,#deb34c,#8aab79,CB,CB,CB,,,,,,,,,,
280,CBVIII,BROAD_TENX,#deb34c,#deb34c,#50c640,CB,CB,CB,,,,,,,,,,
281,CBVl,BROAD_TENX,#deb34c,#deb34c,#407846,CB,CB,CB,,,,,,,,,,
282,CBX,BROAD_TENX,#deb34c,#deb34c,#57bc71,CB,CB,CB,,,,,,,,,,
283,CB_FN_VeCB_ICB,AIBS_SMART,#f0f080,#f0f080,#f0f080,CB,CBN,"CBN,ICB",,,,,,,,CB_FN_VeCB_ICB,CB,
284,CB_DN,AIBS_SMART,#f0f080,#f0f080,#fffdbc,CB,CBN,DN,,,,,,,,CB_DN,CB,
285,CB_IP,AIBS_SMART,#f0f080,#f0f080,#fffdbc,CB,CBN,IP,,,,,,,,CB_IP,CB,
286,CB_AN,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,HEM,AN,,,,,,,,CB_AN,CB,
287,CB_COPY,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,HEM,COPY,,,,,,,,CB_COPY,CB,
288,CB_FL,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,HEM,FL,,,,,,,,CB_FL,CB,
289,CB_PFL,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,HEM,PFL,,,,,,,,CB_PFL,CB,
290,CB_PRM,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,HEM,PRM,,,,,,,,CB_PRM,CB,
291,CB_SIM,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,HEM,SIM,,,,,,,,CB_SIM,CB,
292,CB_CENT,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,VERM,CENT,,,,,,,,CB_CENT,CB,
293,CB_CUL,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,VERM,CUL,,,,,,,,CB_CUL,CB,
294,CB_DEC,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,VERM,DEC,,,,,,,,CB_DEC,CB,
295,CB_FOTU,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,VERM,FOTU,,,,,,,,CB_FOTU,CB,
296,CB_LING,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,VERM,LING,,,,,,,,CB_LING,CB,
297,CB_NOD,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,VERM,NOD,,,,,,,,CB_NOD,CB,
298,CB_PYR,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,VERM,PYR,,,,,,,,CB_PYR,CB,
299,CB_UVU,AIBS_SMART,#f0f080,#fffc91,#fffc91,CB,VERM,UVU,,,,,,,,CB_UVU,CB,
300,STRv_ACB,AIBS_SMART,#98d6f9,#80cdf8,#80cdf8,CNU,ACB,ACB,,,,,,,,STRv_ACB,STRv,
301,STRd_CPant,AIBS_SMART,#98d6f9,#98d6f9,#98d6f9,CNU,CP,CP,,,,,,,,STRd_CPant,STRd,
302,STRd_CPmd,AIBS_SMART,#98d6f9,#98d6f9,#98d6f9,CNU,CP,CP,,,,,,,,STRd_CPmd,STRd,
303,STRd_CPmv,AIBS_SMART,#98d6f9,#98d6f9,#98d6f9,CNU,CP,CP,,,,,,,,STRd_CPmv,STRd,
304,STRd_CPpost,AIBS_SMART,#98d6f9,#98d6f9,#98d6f9,CNU,CP,CP,,,,,,,,STRd_CPpost,STRd,
305,STRv_FS,AIBS_SMART,#98d6f9,#80cdf8,#80cdf8,CNU,FS,FS,,,,,,,,STRv_FS,STRv,
306,STR_LSX,AIBS_SMART,#98d6f9,#90cbed,#90cbed,CNU,LSX,LSX,,,,,,,,STR_LSX,LSX,
307,STRv_OT,AIBS_SMART,#98d6f9,#80cdf8,#80cdf8,CNU,OT,OT,,,,,,,,STRv_OT,STRv,
308,PAL_BST_BAC,AIBS_SMART,#98d6f9,#b3c0df,#b3c0df,CNU,PALc,"BST,BAC",,,,,,,,PAL_BST_BAC,PAL,
309,PAL_GP,AIBS_SMART,#98d6f9,#8599cc,#8599cc,CNU,PALd,"GPe,GPi",,,,,,,,PAL_GP,PAL,
310,PAL_MS_NDB_TRS,AIBS_SMART,#98d6f9,#96a7d3,#96a7d3,CNU,PALm,"MS,NDB,TRS",,,,,,,,PAL_MS_NDB_TRS,PAL,
311,PAL_SI_MA,AIBS_SMART,#98d6f9,#a2b1d8,#a2b1d8,CNU,PALv,"SI,MA",,,,,,,,PAL_SI_MA,PAL,
312,sAMY_CEA_AAA_IA,AIBS_SMART,#98d6f9,#80c0e2,#80c0e2,CNU,sAMY,"CEA,AAA,IA",,,,,,,,sAMY_CEA_AAA_IA,sAMY,
313,sAMY_MEA_BA,AIBS_SMART,#98d6f9,#80c0e2,#80c0e2,CNU,sAMY,"MEA,BA",,,,,,,,sAMY_MEA_BA,sAMY,
314,CLA,AIBS_SMART,#8ada87,#8ada87,#8ada87,CTXsp,CTXsp,CLA,,,,,,,,CLA,CTXsp,
315,CLA_anterior,AIBS_SMART,#8ada87,#8ada87,#8ada87,CTXsp,CTXsp,CLA,,,,,,,,CLA_anterior,CTXsp,
316,CLA_posterior,AIBS_SMART,#8ada87,#8ada87,#8ada87,CTXsp,CTXsp,CLA,,,,,,,,CLA_posterior,CTXsp,
317,CLA_EPd_anterior,AIBS_SMART,#8ada87,#8ada87,#8ada87,CTXsp,CTXsp,"CLA,EPd",,,,,,,,CLA_EPd_anterior,CTXsp,
318,CLA_EPd_posterior,AIBS_SMART,#8ada87,#8ada87,#8ada87,CTXsp,CTXsp,"CLA,EPd",,,,,,,,CLA_EPd_posterior,CTXsp,
319,CTXsp_CLA_EPant,AIBS_SMART,#8ada87,#8ada87,#8ada87,CTXsp,CTXsp,"CLA,EPd",,,,,,,,CTXsp_CLA_EPant,CTXsp,
320,CTXsp_EPant,AIBS_SMART,#8ada87,#8ada87,#a0ee9d,CTXsp,CTXsp,EP,,,,,,,,CTXsp_EPant,CTXsp,
321,CTXsp_EPpost,AIBS_SMART,#8ada87,#8ada87,#a0ee9d,CTXsp,CTXsp,EP,,,,,,,,CTXsp_EPpost,CTXsp,
322,CTXsp_LA_BLA,AIBS_SMART,#8ada87,#8ada87,#90eb8d,CTXsp,CTXsp,"LA,BLA",,,,,,,,CTXsp_LA_BLA,CTXsp,
323,CTXsp_PA_BMA,AIBS_SMART,#8ada87,#8ada87,#97ec93,CTXsp,CTXsp,"PA,BMA",,,,,,,,CTXsp_PA_BMA,CTXsp,
324,MY_CU_GR_ECU_PAS,AIBS_SMART,#ff9b88,#ff9bcd,#ffa5d2,HB,MY,"CU,GR,ECU,PAS",,,,,,,,MY_CU_GR_ECU_PAS,MY,
325,MY_DCO_VCO,AIBS_SMART,#ff9b88,#ff9bcd,#ffa5d2,HB,MY,"DCO,VCO",,,,,,,,MY_DCO_VCO,MY,
326,MY_GRN,AIBS_SMART,#ff9b88,#ff9bcd,#ffb3d9,HB,MY,GRN,,,,,,,,MY_GRN,MY,
327,MY_GRN_PRN_LC,AIBS_SMART,#ff9b88,#ff9bcd,#ffb3d9,HB,MY,"GRN,PRNr,PRNc,LC",,,,,,,,MY_GRN_PRN_LC,MY,
328,MY_IO_MARN_PPY_RM_RPA_RO,AIBS_SMART,#ff9b88,#ff9bcd,#ffb3d9,HB,MY,"IO,MARN,PPY,RM,RPA,RO",,,,,,,,MY_IO_MARN_PPY_RM_RPA_RO,MY,
329,MY_IRN,AIBS_SMART,#ff9b88,#ff9bcd,#ffb3d9,HB,MY,IRN,,,,,,,,MY_IRN,MY,
330,MY_LRN_PGRNl,AIBS_SMART,#ff9b88,#ff9bcd,#ffb3d9,HB,MY,"LRN,PGRNl",,,,,,,,MY_LRN_PGRNl,MY,
331,MY_MDRN,AIBS_SMART,#ff9b88,#ff9bcd,#ffb3d9,HB,MY,MDRN,,,,,,,,MY_MDRN,MY,
332,MY_NTS_DMX_AP,AIBS_SMART,#ff9b88,#ff9bcd,#ffa5d2,HB,MY,"NTS,DMX,AP",,,,,,,,MY_NTS_DMX_AP,MY,
333,MY_PARN,AIBS_SMART,#ff9b88,#ff9bcd,#ffb3d9,HB,MY,PARN,,,,,,,,MY_PARN,MY,
334,MY_PGRNd_PHY_XII,AIBS_SMART,#ff9b88,#ff9bcd,#ffb3d9,HB,MY,"PGRNd,PHY,XII",,,,,,,,MY_PGRNd_PHY_XII,MY,
335,MY_SPVC,AIBS_SMART,#ff9b88,#ff9bcd,#ffa5d2,HB,MY,SPVC,,,,,,,,MY_SPVC,MY,
336,MY_SPVI,AIBS_SMART,#ff9b88,#ff9bcd,#ffa5d2,HB,MY,SPVI,,,,,,,,MY_SPVI,MY,
337,MY_SPVO,AIBS_SMART,#ff9b88,#ff9bcd,#ffa5d2,HB,MY,SPVO,,,,,,,,MY_SPVO,MY,
338,MY_VII,AIBS_SMART,#ff9b88,#ff9bcd,#ffb3d9,HB,MY,VII,,,,,,,,MY_VII,MY,
339,MY_VNC,AIBS_SMART,#ff9b88,#ff9bcd,#ffb3d9,HB,MY,VNC,,,,,,,,MY_VNC,MY,
340,PONS_CS_RPO,AIBS_SMART,#ff9b88,#ff9b88,#ffc395,HB,P,"CS,RPO",,,,,,,,PONS_CS_RPO,PONS,
341,PONS_NLL,AIBS_SMART,#ff9b88,#ff9b88,#ffae6f,HB,P,NLL,,,,,,,,PONS_NLL,PONS,
342,PONS_PB,AIBS_SMART,#ff9b88,#ff9b88,#ffae6f,HB,P,PB,,,,,,,,PONS_PB,PONS,
343,PONS_PCG,AIBS_SMART,#ff9b88,#ff9b88,#ffba86,HB,P,PCG,,,,,,,,PONS_PCG,PONS,
344,PONS_PG,AIBS_SMART,#ff9b88,#ff9b88,#ffba86,HB,P,PG,,,,,,,,PONS_PG,PONS,
345,PONS_PRNc,AIBS_SMART,#ff9b88,#ff9b88,#ffba86,HB,P,PRNc,,,,,,,,PONS_PRNc,PONS,
346,PONS_PRNr,AIBS_SMART,#ff9b88,#ff9b88,#ffc395,HB,P,PRNr,,,,,,,,PONS_PRNr,PONS,
347,PONS_PSV,AIBS_SMART,#ff9b88,#ff9b88,#ffae6f,HB,P,PSV,,,,,,,,PONS_PSV,PONS,
348,PONS_SOC_NTB,AIBS_SMART,#ff9b88,#ff9b88,#ffae6f,HB,P,"SOC,NTB",,,,,,,,PONS_SOC_NTB,PONS,
349,PONS_TRN,AIBS_SMART,#ff9b88,#ff9b88,#ffba86,HB,P,TRN,,,,,,,,PONS_TRN,PONS,
350,PONS_V_P5_SUT,AIBS_SMART,#ff9b88,#ff9b88,#ffba86,HB,P,"V,P5,SUT",,,,,,,,PONS_V_P5_SUT,PONS,
351,ENTl,AIBS_SMART,#7ed04b,#32b825,#32b825,HPF,ENT,ENTl,,,,,,,,ENTl,ENTl,
352,ENTm,AIBS_SMART,#7ed04b,#32b825,#32b825,HPF,ENT,ENTm,,,,,,,,ENTm,ENTm,
353,HIP_Anterior,AIBS_SMART,#7ed04b,#7ed04b,#7ed04b,HPF,HIP,HIP,,,,,,,,HIP_Anterior,HIP,
354,HIP_CAAnterior,AIBS_SMART,#7ed04b,#7ed04b,#7ed04b,HPF,HIP,HIP,,,,,,,,HIP_CAAnterior,HIP,
355,HIP_CAMid_Anterior,AIBS_SMART,#7ed04b,#7ed04b,#7ed04b,HPF,HIP,HIP,,,,,,,,HIP_CAMid_Anterior,HIP,
356,HIP_CAMid_Posterior,AIBS_SMART,#7ed04b,#7ed04b,#7ed04b,HPF,HIP,HIP,,,,,,,,HIP_CAMid_Posterior,HIP,
357,HIP_CAPosterior,AIBS_SMART,#7ed04b,#7ed04b,#7ed04b,HPF,HIP,HIP,,,,,,,,HIP_CAPosterior,HIP,
358,HIP_Mid_Anterior,AIBS_SMART,#7ed04b,#7ed04b,#7ed04b,HPF,HIP,HIP,,,,,,,,HIP_Mid_Anterior,HIP,
359,HIP_Mid_Posterior,AIBS_SMART,#7ed04b,#7ed04b,#7ed04b,HPF,HIP,HIP,,,,,,,,HIP_Mid_Posterior,HIP,
360,HIP_Posterior,AIBS_SMART,#7ed04b,#7ed04b,#7ed04b,HPF,HIP,HIP,,,,,,,,HIP_Posterior,HIP,
361,PAR_POST_PRE,AIBS_SMART,#7ed04b,#32b825,#72d569,HPF,RHP,"PAR,POST,PRE",,,,,,,,PAR_POST_PRE,PAR-POST-PRE,
362,SUB_ProS,AIBS_SMART,#7ed04b,#32b825,#4fc244,HPF,RHP,"SUB,ProS",,,,,,,,SUB_ProS,SUB-ProS,
363,HYa1,AIBS_SMART,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HYa1,HY,
364,HYa2,AIBS_SMART,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HYa2,HY,
365,HYm2,AIBS_SMART,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HYm2,HY,
366,HYml,AIBS_SMART,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HYml,HY,
367,HYmm,AIBS_SMART,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HYmm,HY,
368,HYpl,AIBS_SMART,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HYpl,HY,
369,HYpm,AIBS_SMART,#e64438,#e64438,#e64438,HY,HY,HY,,,,,,,,HYpm,HY,
370,POA_Anterior,AIBS_SMART,#e64438,#e64438,#ff5547,HY,HY,PVR,,,,,,,,POA_Anterior,POA,
371,POA_Intermediate,AIBS_SMART,#e64438,#e64438,#ff5547,HY,HY,PVR,,,,,,,,POA_Intermediate,POA,
372,POA_Posterior,AIBS_SMART,#e64438,#e64438,#ff5547,HY,HY,"PVR,MEZ",,,,,,,,POA_Posterior,POA,
373,VMH,AIBS_SMART,#e64438,#e64438,#ff4c3e,HY,HY,VMH,,,,,,,,VMH,HY,
374,VMHvl,AIBS_SMART,#e64438,#e64438,#ff4c3e,HY,HY,VMH,,,,,,,,VMHvl,HY,
375,ACA_L2-3,AIBS_SMART,#70ff71,#40a666,#40a666,Isocortex,ACA,ACA,,,,,,,,ACA_L2-3,ACA,
376,ACA_L2-3-L5,AIBS_SMART,#70ff71,#40a666,#40a666,Isocortex,ACA,ACA,,,,,,,,ACA_L2-3-L5,ACA,
377,ACA_L5,AIBS_SMART,#70ff71,#40a666,#40a666,Isocortex,ACA,ACA,,,,,,,,ACA_L5,ACA,
378,ACA_L6,AIBS_SMART,#70ff71,#40a666,#40a666,Isocortex,ACA,ACA,,,,,,,,ACA_L6,ACA,
379,ACA_L6b,AIBS_SMART,#70ff71,#40a666,#40a666,Isocortex,ACA,ACA,,,,,,,,ACA_L6b,ACA,
380,AI,AIBS_SMART,#70ff71,#219866,#219866,Isocortex,AI,AI,,,,,,,,AI,AI,
381,AI_anterior,AIBS_SMART,#70ff71,#219866,#219866,Isocortex,AI,AI,,,,,,,,AI_anterior,AI,
382,AI_posterior,AIBS_SMART,#70ff71,#219866,#219866,Isocortex,AI,AI,,,,,,,,AI_posterior,AI,
383,AUD_L1-L2-3-L4-L5-L6,AIBS_SMART,#70ff71,#019399,#019399,Isocortex,AUD,AUD,,,,,,,,AUD_L1-L2-3-L4-L5-L6,AUD,
384,GU_VISC_AIp_L1-L2-3-L4-L5-L6,AIBS_SMART,#70ff71,#009c75,#009c75,Isocortex,GU,GU,,,,,,,,GU_VISC_AIp_L1-L2-3-L4-L5-L6,GU,
385,MOp_L1,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOp,MOp,,,,,,,,MOp_L1,MOp,
386,MOp_L1-L2-3-L5-L6,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOp,MOp,,,,,,,,MOp_L1-L2-3-L5-L6,MOp,
387,MOp_L2-3,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOp,MOp,,,,,,,,MOp_L2-3,MOp,
388,MOp_L2-3-L5,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOp,MOp,,,,,,,,MOp_L2-3-L5,MOp,
389,MOp_L5,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOp,MOp,,,,,,,,MOp_L5,MOp,
390,MOp_L6,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOp,MOp,,,,,,,,MOp_L6,MOp,
391,MOp_L6b,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOp,MOp,,,,,,,,MOp_L6b,MOp,
392,MOp_MOs_SSp_L5,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOp,"MOp,MOs,SSp",,,,,,,,MOp_MOs_SSp_L5,MOp,
393,ALM_L1,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOs,MOs,,,,,,,,ALM_L1,ALM,
394,ALM_L1-L2-3,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOs,MOs,,,,,,,,ALM_L1-L2-3,ALM,
395,ALM_L1-L2-3-L5-L6,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOs,MOs,,,,,,,,ALM_L1-L2-3-L5-L6,ALM,
396,ALM_L2-3,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOs,MOs,,,,,,,,ALM_L2-3,ALM,
397,ALM_L5,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOs,MOs,,,,,,,,ALM_L5,ALM,
398,ALM_L5-L6,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOs,MOs,,,,,,,,ALM_L5-L6,ALM,
399,ALM_L6,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOs,MOs,,,,,,,,ALM_L6,ALM,
400,ALMp_L6b,AIBS_SMART,#70ff71,#1f9d5a,#1f9d5a,Isocortex,MOs,MOs,,,,,,,,ALMp_L6b,ALM,
401,ORB,AIBS_SMART,#70ff71,#248a5e,#248a5e,Isocortex,ORB,ORB,,,,,,,,ORB,ORB,
402,PERI_L1-L2-3-L5-L6,AIBS_SMART,#70ff71,#0e9684,#0e9684,Isocortex,PERI,PERI,,,,,,,,PERI_L1-L2-3-L5-L6,PERI,
403,PL_ILA,AIBS_SMART,#70ff71,#2fa850,#2fa850,Isocortex,"PL,ILA","PL,ILA",,,,,,,,PL_ILA,PL-ILA,
404,PL_ILA_Anterior,AIBS_SMART,#70ff71,#2fa850,#2fa850,Isocortex,"PL,ILA","PL,ILA",,,,,,,,PL_ILA_Anterior,PL-ILA,
405,PL_ILA_Posterior,AIBS_SMART,#70ff71,#2fa850,#2fa850,Isocortex,"PL,ILA","PL,ILA",,,,,,,,PL_ILA_Posterior,PL-ILA,
406,PTLp_L1-L2-3-L4-L5-L6,AIBS_SMART,#70ff71,#009fac,#009fac,Isocortex,PTLp,PTLp,,,,,,,,PTLp_L1-L2-3-L4-L5-L6,PTLp,
407,RSP,AIBS_SMART,#70ff71,#1aa698,#1aa698,Isocortex,RSP,RSP,,,,,,,,RSP,RSP,
408,RSPv,AIBS_SMART,#70ff71,#1aa698,#1aa698,Isocortex,RSP,RSPv,,,,,,,,RSPv,RSPv,
409,SSp_L1,AIBS_SMART,#70ff71,#188064,#188064,Isocortex,SSp,SSp,,,,,,,,SSp_L1,SSp,
410,SSp_L1-L2-3-L4-L5-L6,AIBS_SMART,#70ff71,#188064,#188064,Isocortex,SSp,SSp,,,,,,,,SSp_L1-L2-3-L4-L5-L6,SSp,
411,SSp_L2-3,AIBS_SMART,#70ff71,#188064,#188064,Isocortex,SSp,SSp,,,,,,,,SSp_L2-3,SSp,
412,SSp_L4,AIBS_SMART,#70ff71,#188064,#188064,Isocortex,SSp,SSp,,,,,,,,SSp_L4,SSp,
413,SSp_L4-L5,AIBS_SMART,#70ff71,#188064,#188064,Isocortex,SSp,SSp,,,,,,,,SSp_L4-L5,SSp,
414,SSp_L5,AIBS_SMART,#70ff71,#188064,#188064,Isocortex,SSp,SSp,,,,,,,,SSp_L5,SSp,
415,SSp_L6,AIBS_SMART,#70ff71,#188064,#188064,Isocortex,SSp,SSp,,,,,,,,SSp_L6,SSp,
416,SSp_L6b,AIBS_SMART,#70ff71,#188064,#188064,Isocortex,SSp,SSp,,,,,,,,SSp_L6b,SSp,
417,SSs_L1-L2-3-L4-L5-L6,AIBS_SMART,#70ff71,#188064,#188064,Isocortex,SSs,SSs,,,,,,,,SSs_L1-L2-3-L4-L5-L6,SSs,
418,SSs_GU,AIBS_SMART,#70ff71,#188064,#188064,Isocortex,SSs,"SSs,GU",,,,,,,,SSs_GU,SSs,
419,SSs_GU_VISC,AIBS_SMART,#70ff71,#188064,#188064,Isocortex,SSs,"SSs,GU,VISC",,,,,,,,SSs_GU_VISC,SSs,
420,TEa_ECT_L1-L2-3-L4-L5-L6,AIBS_SMART,#70ff71,#15b0b3,#15b0b3,Isocortex,TEa,"TEa,ECT",,,,,,,,TEa_ECT_L1-L2-3-L4-L5-L6,TEa,
421,TEa_PERI_ECT,AIBS_SMART,#70ff71,#15b0b3,#15b0b3,Isocortex,TEa,"TEa,ECT,PERI",,,,,,,,TEa_PERI_ECT,TEa-PERI-ECT,
422,VIS_VISam_VISpm,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VIS,"VISam,VISpm",,,,,,,,VIS_VISam_VISpm,VIS,
423,VIS_VISl_VISal_VISli,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VIS,"VISl,VISal,VISli",,,,,,,,VIS_VISl_VISal_VISli,VIS,
424,VIS_VISpl_VISpor,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VIS,"VISpl,VISpor",,,,,,,,VIS_VISpl_VISpor,VIS,
425,VISp_L1,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L1,VISp,
426,VISp_L1-L2-3,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L1-L2-3,VISp,
427,VISp_L1-L2-3-L4,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L1-L2-3-L4,VISp,
428,VISp_L1-L2-3-L4-L5-L6,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L1-L2-3-L4-L5-L6,VISp,
429,VISp_L2,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L2,VISp,
430,VISp_L2-3,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L2-3,VISp,
431,VISp_L2-3-L4,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L2-3-L4,VISp,
432,VISp_L4,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L4,VISp,
433,VISp_L4-L5,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L4-L5,VISp,
434,VISp_L4-L5-L6,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L4-L5-L6,VISp,
435,VISp_L5,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L5,VISp,
436,VISp_L5-L6,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L5-L6,VISp,
437,VISp_L6,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L6,VISp,
438,VISp_L6a,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L6a,VISp,
439,VISp_L6b,AIBS_SMART,#70ff71,#08858c,#08858c,Isocortex,VISp,VISp,,,,,,,,VISp_L6b,VISp,
440,MB_APN,AIBS_SMART,#ff64ff,#ff64ff,#ff90ff,MB,MB,APN,,,,,,,,MB_APN,MB,
441,MB_CUN,AIBS_SMART,#ff64ff,#ff64ff,#ff90ff,MB,MB,CUN,,,,,,,,MB_CUN,MB,
442,MB_IC,AIBS_SMART,#ff64ff,#ff64ff,#ff7aff,MB,MB,IC,,,,,,,,MB_IC,MB,
443,MB_MPT_NOT_NPC_OP_PPT_RPF,AIBS_SMART,#ff64ff,#ff64ff,#ff90ff,MB,MB,"MPT,NOT,NPC,OP,PPT,RPF",,,,,,,,MB_MPT_NOT_NPC_OP_PPT_RPF,MB,
444,MB_MRN,AIBS_SMART,#ff64ff,#ff64ff,#ff90ff,MB,MB,MRN,,,,,,,,MB_MRN,MB,
445,MB_PAG,AIBS_SMART,#ff64ff,#ff64ff,#ff90ff,MB,MB,PAG,,,,,,,,MB_PAG,MB,
446,MB_PPN,AIBS_SMART,#ff64ff,#ff64ff,#ffa6ff,MB,MB,PPN,,,,,,,,MB_PPN,MB,
447,MB_RAmb_PN,AIBS_SMART,#ff64ff,#ff64ff,#ffa6ff,MB,MB,"RAmb,PN",,,,,,,,MB_RAmb_PN,MB,
448,MB_RN_RR,AIBS_SMART,#ff64ff,#ff64ff,#ff90ff,MB,MB,"RN,RR",,,,,,,,MB_RN_RR,MB,
449,MB_SCm_DT,AIBS_SMART,#ff64ff,#ff64ff,#ff90ff,MB,MB,"SCm,DT",,,,,,,,MB_SCm_DT,MB,
450,MB_SCs,AIBS_SMART,#ff64ff,#ff64ff,#ff7aff,MB,MB,SCs,,,,,,,,MB_SCs,MB,
451,MB_SN_LT_MT,AIBS_SMART,#ff64ff,#ff64ff,#ff90ff,MB,MB,"SNr,SNc,LT,MT",,,,,,,,MB_SN_LT_MT,MB,
452,MB_VTA,AIBS_SMART,#ff64ff,#ff64ff,#ff90ff,MB,MB,VTA,,,,,,,,MB_VTA,MB,
453,OLF_AON_TT_DP,AIBS_SMART,#9ad2bd,#9ad2bd,#54bf94,OLF,OLF,"AON,TT,DP",,,,,,,,OLF_AON_TT_DP,OLF,
454,OLF_COA_PAA_NLOT_TR,AIBS_SMART,#9ad2bd,#9ad2bd,#61e7b7,OLF,OLF,"COA,PAA,NLOT,TR",,,,,,,,OLF_COA_PAA_NLOT_TR,OLF,
455,OLF_MOB_AOB,AIBS_SMART,#9ad2bd,#9ad2bd,#9ad2bd,OLF,OLF,"MOB,AOB",,,,,,,,OLF_MOB_AOB,OLF,
456,OLF_PIRant,AIBS_SMART,#9ad2bd,#9ad2bd,#6acbba,OLF,OLF,PIR,,,,,,,,OLF_PIRant,OLF,
457,OLF_PIRpost,AIBS_SMART,#9ad2bd,#9ad2bd,#6acbba,OLF,OLF,PIR,,,,,,,,OLF_PIRpost,OLF,
458,TH_AD_AV,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,"AD,AV",,,,,,,,TH_AD_AV,TH,
459,TH_AM_IAD,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,"AM,IAD",,,,,,,,TH_AM_IAD,TH,
460,TH_CM,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,CM,,,,,,,,TH_CM,TH,
461,TH_GEN_LAT,AIBS_SMART,#ff7080,#ff7080,#ff8084,TH,TH,"GENd,LAT",,,,,,,,TH_GEN_LAT,TH,
462,TH_GENv,AIBS_SMART,#ff7080,#ff7080,#ff909f,TH,TH,GENv,,,,,,,,TH_GENv,TH,
